Name,Latitude,Longitude,Polygon Number
Il Conte Hop,45.356,8.8144,N/A
Veneto Cable Park/Veneto Grill House,45.6152,11.9441,N/A
Antico Forno a Legna da Carlo,44.5257,9.2479,N/A
Antica Osteria dai Moretti,45.6289,12.0288,N/A
Grigoris,45.4967,12.1845,N/A
SUSHI KING 2,45.5748,12.1029,N/A
Suso,45.4377,12.3374,N/A
Farina00,45.6349,9.8077,N/A
Gallizioli,45.576,10.2136,N/A
Ristorante-Pizzeria Cibo Felice,45.302,9.7262,N/A
Ristorante Pizzeria La Mamma,45.058,9.5487,N/A
Moon Restaurant,44.8482,11.6,N/A
Ristorante Il Rigoletto,44.8356,10.2222,N/A
Pizzeria Ristorante Manuno,45.4571,10.2053,N/A
Ristorante Pizzeria Il Cris,45.9734,9.1925,N/A
Birrificio di Fiemme,46.2817,11.4773,N/A
Bäckerei Mein Beck,46.6178,11.1437,N/A
Pizzeria Sporthütte,46.5672,11.5653,N/A
Pasticceria Colzani,45.734,9.2895,N/A
Bar Ristorante Vetta,44.6341,8.5857,N/A
Hops Pub,45.7783,12.0001,N/A
Il Melograno Collecchio,44.7538,10.2264,N/A
Pirates'Bay Restaurant - Olgiate Olona (VA),45.6286,8.861,N/A
Gelateria Bahia,45.6761,9.238,N/A
Gelateria Artigianale Ottavo Senso Brugherio,45.551,9.3011,N/A
Gelateria Casa del Gelato,45.599,12.8876,N/A
Pizzeria Rossonero,46.3991,13.0179,N/A
Ristorante Pizzeria Al Gelso,46.0615,13.2331,N/A
Bar Moreschi,46.2934,9.3855,N/A
Gemma Pizzeria - Verona Borgo Trento,45.4458,10.9872,9
L'Oste Pinocchio,44.3593,8.2895,N/A
Kebab di Sufyan,45.5505,11.5213,N/A
Minuscoli,45.89,9.9834,N/A
Ristorante Pizzeria al Ritrovo,45.5149,10.9374,N/A
Sherwood Pub,45.5339,12.1016,N/A
Ristorante Pizzeria Casa Beust,45.8688,10.8755,N/A
Ristorante Pizzeria Churen,45.8335,7.7252,N/A
Piadina Elena,45.0239,12.2347,N/A
Bunde Pizza Restaurant,45.7368,9.4852,N/A
Ristorante Chica Espana (S.A.S.),45.1269,7.011,N/A
Pasticceria Roma,45.4081,11.0013,9
"Dinamo ""Steak House & Music""",45.6001,8.6374,N/A
Pizzeria Cittadella Parma,44.7921,10.3352,10
Nuovo Sempione,45.476,8.629,N/A
"Ristorante ""All'Enoteca""",44.7969,7.993,N/A
Ristorante Hotel Emi,44.5337,11.3008,N/A
Pizzeria Birreria Barbanera,45.4364,12.3395,N/A
Bar Il Pontile,46.0757,9.2982,N/A
Moy Sushi Asian Restaurant,45.7147,8.2803,N/A
Ristorante La Ruota,45.6511,8.8052,N/A
Exoticus Biella,45.5691,8.0537,N/A
Fratelli Pummarò,45.0591,7.6824,N/A
Ristorante Oya Sushi Fusion Experience,45.5351,9.3419,N/A
Greek Food Lab,45.0594,7.68,N/A
Da Demir,45.0711,7.654,N/A
La Vecchia Bottega di Cappellaro Francesco & C. Sas,45.3537,10.7237,N/A
Vinosteria Borracho,45.7509,7.6481,N/A
Ristorante Osteria Valle,44.9925,10.5472,N/A
Shanghai Sushi Feltre,46.0153,11.9017,N/A
Birrificio Casa Del Popolo,45.9893,8.3433,N/A
Trattoria Pizzeria Al Ponte,45.5424,11.2839,N/A
Ristorante Pizzeria Locanda Pertuso,44.7279,9.0337,N/A
Checchi Brunch & Specialty Coffee,45.5277,10.2055,N/A
Pizzeria Da Maruzziello,44.3677,8.2902,N/A
Zum Woscht - Restaurant Pizzeria,46.5444,11.5615,N/A
The Garden of Ghilot,44.6502,7.855,N/A
Voglia di Pizza da Enzo,44.8513,7.726,N/A
Trattoria Bellavista,45.7531,9.3762,N/A
Ristorante Pizzeria Centrale,46.2993,11.0309,N/A
Casa Drusù - Pinseria e dintorni,45.373,8.0784,N/A
Ristorante Pizzeria Monnalisa Ozegna,45.3501,7.7478,N/A
Ristorante Pizzeria Gaia da Camino,45.7992,12.4931,N/A
Ristorante Pizzeria King's Junior,44.959,7.5997,N/A
Ugo Grill,45.1342,10.0231,7
"GESPAN srl | Panificio, pasticceria, gastronomia e buffet per eventi | Milano | Corsico",45.4444,9.1098,N/A
Pizzeria Trattoria Ca' Billi,45.5852,10.7423,N/A
Gelateria Caffetteria Quadrifoglio,45.6488,11.8573,N/A
Ristorante Forc-eat (Forcate 1970),46.0038,12.5783,N/A
Ristorante Pizzeria Tabialá,45.9607,12.3612,N/A
Pizzeria Il Sorriso,44.6932,10.1025,N/A
Wild Turkey Pub,45.5901,11.3802,N/A
Mai Thai,45.0605,7.6905,N/A
Hong Fu,45.0733,7.5975,N/A
The Drunken Duck - Le più meglio birre,45.5749,11.6426,N/A
Alberto Marchetti Gelaterie | Casa Marchetti,45.0666,7.6811,N/A
Hambù - Hamburgeria e Pinsa Romana a Vimercate,45.6016,9.3619,N/A
Ristorante Pizzeria La Nuova Forchetta,45.4642,8.8847,N/A
Kebab Yakamoz,45.5738,8.6402,N/A
Birreria Torre,45.6468,11.7841,N/A
Red Lion 2,44.6987,10.4426,N/A
Contarini Ristorante Pizzeria Specialità Pesce,45.5435,11.7875,N/A
Fratelli di Pizza - Sant’Alessio,45.2273,9.215,N/A
Ristorante Trattoria dai Bercau,44.6675,7.9323,N/A
Kashima Sushi - SACILE,45.9658,12.5357,N/A
Il Moro - Ristorante Pizzeria,45.8942,9.9184,N/A
Gelateria Milky Way,45.7425,8.4354,N/A
Sorriso Pizzeria Ristorante,45.4489,10.7122,N/A
Pizza & Bistrot Italy,44.3306,7.483,N/A
Gelateria caffetteria Quadrifoglio Noale,45.5506,12.0705,N/A
Kanji Ristorante,44.9551,7.7922,N/A
La Ca' Bianca Ristorante Pizzeria,44.5309,10.9373,N/A
Bar Gelateria Penna,45.1205,7.2397,N/A
Ristorante Pizzeria La Staffa,45.3736,11.287,N/A
Ristorante Pizzeria Tre Lanterne,45.5703,9.7618,N/A
Trattoria Pizzeria All'Albera,45.5196,12.1085,N/A
Ristorante Pizzeria O’ Sole Mio,45.6918,13.1479,N/A
Sagittario Pizzeria,45.6335,11.6263,N/A
PIZZERIA RISTORANTE L'ITALIANA,44.7339,7.9728,N/A
Wok Sushi Abundant,45.589,9.884,N/A
Bici Grill Tezze,45.986,11.6677,N/A
Pasticceria Desideria,45.2326,11.8695,N/A
Zapap Pratello,44.4956,11.333,4
K1 Après Ski/Restaurant/Pizzeria,46.7723,11.9413,N/A
Kiyo Sushi,45.483,9.4106,N/A
Ristorante Pizzeria Bella Napoli 3,45.2875,8.9955,N/A
La Taverna del BiRen,44.7704,11.3439,N/A
Ristorante Caffè Saraceno,45.4379,12.3352,N/A
Sushi D'oro,44.8078,10.2945,N/A
Panisfizio,45.5017,12.6318,N/A
L'intingolo astesano,44.902,8.2104,N/A
Da Zero,45.077,7.6734,N/A
Ristorante I Pirati,45.4682,7.8938,N/A
"Glory POP (Via Correggio, Milano)",45.4704,9.1512,1
Capriccio di Como,45.7636,9.0555,N/A
Opà Opà,45.4892,9.1874,1
Pizzeria Made In Sud,45.6359,8.9081,N/A
"Ristorante ""Da Cuomo""",44.999,10.7353,N/A
San Sushi,44.6217,7.4913,N/A
Gran Caffè Aragno - Restaurant & Pizzeria - Mondovì di Ht aragno srl,44.3894,7.8206,N/A
VECCHIA VOLPE birreria con cucina,44.6556,10.3177,N/A
Cilento Ristorante Pizzeria,45.4686,10.6079,N/A
Ristorante Ca' Rossa,46.0269,11.2452,N/A
Al Gambero d'Oro,45.7813,12.4957,N/A
Pizzeria Gelateria Graziella,45.6137,11.3011,N/A
Gelato d'altri tempi,45.9358,8.5728,N/A
Pizzeria Trattoria Nettuno,45.8764,12.3387,N/A
Osteria della Valle,45.968,9.0762,N/A
Ristorante Bersagliere Casalecchio,44.4756,11.2758,4
Ristorante Pizzeria Da Lucio,45.9663,10.8115,N/A
Cantina Battisti,45.4195,11.1353,N/A
Ristorante Pizzeria Case Rosse,46.0442,11.8968,N/A
Caffè Bistrò Mastai,46.3204,9.4048,N/A
Ristorante Pizzeria K13,45.8074,9.2568,N/A
Caffé La Crepa,45.1764,10.3126,N/A
Ristorante Pizzeria Ellepi,44.4474,11.828,N/A
Bar - Brewery Cheek To Cheek,45.6508,11.3025,N/A
Ladri di Biciclette - Pizza & more,44.6733,10.6007,N/A
Trattoria dell'Arlecchino,45.882,9.634,N/A
Il Saraceno,46.1717,13.2054,N/A
The Towers,45.458,11.3882,N/A
Pirru Montecavolo,44.6343,10.5445,N/A
Ristorante pizzeria Ai Gandolfi,44.3599,7.8341,N/A
Restaurant Hilberkeller,46.6975,11.1715,N/A
Bar Gelateria Calipso,45.6474,12.3608,N/A
BALABIÒTT | Gastro Pub Domodossola,46.1177,8.2926,N/A
Marlà Pasticceria,45.4503,9.2057,1
Mami Burger and Pizza,45.5052,9.4315,N/A
Ristorante Verbella con pizzeria | Ristorante a Sesto Calende,45.727,8.6116,N/A
Ristorante Pizzeria - Mammà,45.6606,8.7943,N/A
Haru Restaurant,45.4802,9.1657,1
Hosteria Moderna San Bonifacio,45.4044,11.2708,N/A
Elleboro Fior Di Gelato,45.5826,9.2715,N/A
Pizzeria Stuzzicando srl,45.6678,8.9611,N/A
La Baita dei Sapori del Sud,45.5747,9.0675,N/A
Flame'n Co. Pasiano,45.8774,12.6113,N/A
Antica Osteria Zanatta,45.7368,12.3143,N/A
Birrificio artigianale B2O,45.6583,12.9477,N/A
Gelateria Acquario,46.1671,9.8641,N/A
Pizzeria Restaurant Rosmarin,46.9182,11.9522,N/A
Pizzeria Veneta - Tutto il Veneto su una pizza!,45.0503,12.0636,N/A
Osteria Del Vapore,44.7523,7.6003,N/A
Pizzeria Ristorante al Panzerotto,44.4348,10.4074,N/A
Pizzeria Ristorante Marechiaro,45.6493,11.7882,N/A
Ristorante Pizzeria 5 Torri,46.5388,12.1362,N/A
Pizzeria da Pippo,46.0008,12.8456,N/A
Ristorante Pizzeria Via Veneto Srl,45.7472,8.5243,N/A
Grotta Azzurra 2,45.4073,10.9768,9
Al Ciaro de Luna,45.7876,12.2214,N/A
Pizzeria Ristorante L'Angolo,45.002,9.7906,N/A
Ritual,44.8083,10.3315,10
Pizzeria Lugano,46.02,9.2371,N/A
Pizzeria Ristorante Goofi Soraga,46.3957,11.6653,N/A
Stambech ristorante Argentino,46.1536,10.1494,N/A
Sushi Kòbbo Asian Fusion - ristorante Giapponese -,45.8409,8.9109,N/A
Gelateria Del Sole,45.6001,9.1734,N/A
L'Oasi,45.7714,9.0105,N/A
Donna Sofí Pizzeria Napoletana,45.0667,7.6512,N/A
Galleria Iginio Massari Milano,45.4629,9.1898,1
Istanbul Cislago Kebap-Pizza-Grill,45.6591,8.9769,N/A
Ristorante Royal Garden,45.1936,9.1665,N/A
Peperino Pordenone,45.9576,12.6617,N/A
Santa Fé - Cantina y Bar,45.8083,11.7182,N/A
Don Salvatore - pizzaiuolo e oste,45.4852,9.1559,1
Dragut,44.3133,9.3233,N/A
L'Osteria del Vignaiolo,44.6516,7.9455,N/A
Gelateria Caffetteria Fioca,44.5619,7.32,N/A
Pizza 2000,45.4388,12.3286,N/A
Pizzeria Benvenuti al Sud 🍕🍕🍕,44.3301,8.5137,N/A
Fratelli Ravioli,45.4524,9.1702,1
Castello Pizza & Kebap,45.0588,9.4369,N/A
Shangri-la,45.4776,9.202,1
Mi Sa Sushi - conegliano,45.8751,12.2849,N/A
Qb Pizzeria Cucina,44.918,10.812,N/A
Pizzeria Trattoria Vecchia,45.6577,10.4191,N/A
Restaurant Pizzeria Geier,46.3859,11.259,N/A
La Rotonda Sul Pane,44.6253,11.1972,N/A
Pizzeria Edelweiss,46.5809,12.2516,N/A
6342 A Le Tole Spaghetteria Pizzeria,45.4388,12.3424,N/A
Pizzeria El Gaucho,44.9738,7.5495,N/A
Pizzeria Le Coccinelle,45.5681,8.8939,N/A
Ristorante Pizzeria Le Giare,46.4311,11.6885,N/A
Al Capriccio,45.3447,10.3374,N/A
Le Bertoline,45.2429,9.5334,N/A
Taverna Brigantia,45.8465,8.5308,N/A
Ristorante Pizzeria Al Molinetto,45.8204,11.8214,N/A
Vecchia Mori,45.8519,10.9784,N/A
Alba Kebab Center,44.6964,8.0333,N/A
Capolinea Bistrot,45.8186,9.0953,N/A
Tre Chitarre,45.3579,11.1667,N/A
La Mulata | Padova,45.4251,11.7949,8
Cutty Sark Scottish Pub,45.6914,11.4185,N/A
Caseificio Sociale Ponte di Barbarano,45.3863,11.5713,N/A
La Vecchia Locanda,45.035,7.4197,N/A
Caseificio Primiero,46.1687,11.8215,N/A
Beba Steakhouse,45.9698,8.4149,N/A
Lili Marleen,45.9762,13.2769,N/A
Pizzeria Barone Rosso,45.4955,12.1517,N/A
Fiordipanna Arese,45.551,9.0771,N/A
Memo Pizza Kebap Istanbul,45.8525,9.3959,N/A
Pizzeria Regisole Hostaria,45.1851,9.1526,N/A
Pizzeria Arrigoni & Basso,45.5896,12.2337,N/A
Olivieri 1882,45.5167,11.3452,N/A
"Ristorante La Foce - Beach Bar, Restaurant & Pizza",45.6335,10.6167,N/A
Ristorante Pizzeria Da Viola,44.6386,8.643,N/A
Rapsodia Ristorante Pizzeria,45.6714,8.8691,N/A
Pizzeria Ristorante Barbablù,45.679,12.1012,N/A
La Piazza dei Sapori,45.7245,9.1465,N/A
Il Gelato Di Raffa Di Uberti Raffaello,45.5853,9.9434,N/A
PanzeRé - Panzerotteria,45.4372,11.002,9
Cornale,45.9365,11.7243,N/A
Ristorante Pizzeria La Piccola Primavera,45.5186,10.3535,N/A
Pub Bauhaus Stube,45.7728,12.6111,N/A
La Casaccia da Bacco,45.4179,12.0169,N/A
Athena,45.6066,10.7925,N/A
Restaurant Pizzeria La Boheme,45.4937,10.7396,N/A
Ristorante Pizzeria Vecchia Canonica,46.3512,10.9123,N/A
Ristorante Pizzeria El Gaucho,45.3303,11.7627,N/A
Ristorante Pizzeria Il Desco dei Fieschi,44.3074,9.3451,N/A
Ristorante Pizzeria Le Fate,44.7758,8.0932,N/A
La Moucca,44.4032,8.946,3
Ristorante Pizzeria Le Fontane Srl,46.073,10.7209,N/A
Ristorante Pizzeria Agordina di Laghi & C. S.n.c.,46.2812,12.0332,N/A
The Bay Luzzara,44.9699,10.6717,N/A
JOE,45.1889,9.1666,N/A
La Boutique del Gelato,45.0416,9.6959,6
pizzeria ristorante Ermes,45.4056,11.9982,N/A
Bar Ristorante Pie' dei Monti,44.4165,10.8513,N/A
Groove Burger,44.4111,8.9313,3
Pizzeria Il Giglio 3,45.6949,11.5316,N/A
Alberto Marchetti Gelaterie | via Po,45.0678,7.691,N/A
Ristorante Pizzeria Ai Cappuccini,45.7002,11.4683,N/A
Dawali,45.4412,9.1903,N/A
Ristorante Suyoshi,45.8671,11.0128,N/A
Ristorante Pizzeria Vecchia Napoli,45.6672,13.1084,N/A
Arcadia - Ristorante Pizzeria,46.1138,13.2831,N/A
Dolce Segreto srl,44.9109,11.6021,N/A
La Ciau del Tornavento,44.6891,8.0859,N/A
Birreria hobelics,44.6248,10.5915,N/A
Beirut,45.4526,9.215,N/A
Britannia,44.8202,7.2251,N/A
Cascina Manzo,44.5191,7.9458,N/A
Pizzeria ContadiNostrano,45.1554,10.7657,N/A
Le Macine Steakhouse,44.8853,11.0714,N/A
Locanda del Vegnot,45.3605,9.9938,N/A
Trattoria Dentella,45.8232,9.7071,N/A
The Hop,45.753,9.2628,N/A
Ristorante Pizzeria La Trota,45.8087,9.6002,N/A
Europa Pizzeria Trattoria,45.8455,13.489,N/A
Ristorante Pizzeria Al Ritrovo D'Amico Di D'Amico Serena & C. S.A.S.,45.1865,11.249,N/A
Pizzeria Dae Tose,45.6015,12.2569,N/A
La Colonna l'Amalfitano,45.1232,10.7884,N/A
Corte Farina Ristorante Pizzeria,45.4414,10.9943,9
Ristorante Dolce e Salato,44.7006,11.4046,N/A
da Pino Trieste,45.6451,13.7581,N/A
Ristorante Pizzeria Chichibio @Cervignano Del Friuli,45.8307,13.3333,N/A
LA MURAGLIA Ristorante Cinese e Giapponese,45.4687,7.8897,N/A
Gelateria Fiamma,45.3213,8.854,N/A
The Public,45.3993,11.2749,N/A
Jollibee,45.4619,9.1899,1
Poss Cesate,45.5926,9.0772,N/A
Gran Bar,45.8956,12.8511,N/A
Beri Formaggi Valsassina,45.9803,9.4351,N/A
Galivm Vittorio Veneto,45.9968,12.2915,N/A
Bar Lago Tana “dalla Pola”,44.4051,8.686,N/A
La Ciacolada,45.6769,13.3881,N/A
OutSider Pub,45.6584,12.1619,N/A
Bar Cavalletto,44.916,9.7877,N/A
Pizzeria alla Scimmia,45.9599,12.6295,N/A
Sforketta Pizzeria,44.6804,11.3913,N/A
Greek Passion,45.075,7.637,N/A
Camoscio D'Oro,44.4404,9.0489,N/A
SWAGAT Ristorante Indiano,44.9161,8.6108,N/A
Otani Sushi Restaurant,45.6931,9.6565,N/A
Spluga Pizzeria Contemporanea,46.1723,9.3796,N/A
SQUISITO The Grill Brothers,45.2274,7.6443,N/A
Leoni Gelateria,45.5838,9.2795,N/A
Liccu,44.5007,11.3586,4
Gelateria al Panciotto,45.9921,13.3929,N/A
Gelateria La Gatta,45.6665,9.9561,N/A
Antica Aquileia ristorante pizzeria,45.7618,13.3717,N/A
Pizzeria Trattoria Ristorante Bruschetteria Da Dario Cornedo Vicentino Vicenza,45.6223,11.3339,N/A
That's Amore La Pizzeria,45.6289,9.3293,N/A
Da Arnold,44.8244,11.0392,N/A
Jocasta,44.3738,7.6149,N/A
Hotate Sushi,45.4044,8.5508,N/A
Pizzeria Ristorante da Piero e Vittoria,44.6887,8.8865,N/A
Dai Tosi-Thiene,45.7102,11.4843,N/A
Vinile,45.069,11.7864,N/A
Purabrace Inverigo,45.725,9.2154,N/A
Pizzeria Da Tata,45.8718,11.5079,N/A
Meet Hamburger Gourmet,44.8071,10.3304,10
Internos Caffè,45.7162,8.2767,N/A
Pattini,45.4822,9.2126,1
Ristorante Gino Arenzano,44.4042,8.6856,N/A
Ristorante Pizzeria OVERÈ Pizzaioli Musicanti,45.4813,10.2847,N/A
Rienzbräu,46.7972,11.9361,N/A
Pizzeria Ecco -Bargagli,44.4526,9.0868,N/A
Ristorante La Giulia e Il Gallo,45.6334,9.2464,N/A
L'Evoluzione Del Gusto,45.4332,12.1137,N/A
The Steak House Bormio,46.4671,10.3765,N/A
Drago D'Oro,46.5003,11.3516,N/A
Val di Luce Ristorante Pizzeria,44.9051,9.7321,N/A
Caffè Filopanti - Caffetteria Gelateria Pasticceria,44.5376,11.5359,N/A
Nuovo Caffè Firenze,45.6178,8.3712,N/A
Il Vicolo Corto - Pizza And More,45.5397,10.2216,N/A
Al Volto,45.4708,11.6019,N/A
Al Cuntadein,44.4188,11.3459,N/A
Ice and Co. Pizzeria e Gelateria,45.6365,12.2408,N/A
Pizzeria Brian,45.5927,12.8127,N/A
I Ginza Susegana,45.8205,12.2534,N/A
Pizzeria Altero - Via dell'indipendenza,44.4983,11.3437,4
Fuori Giri,45.8033,8.6744,N/A
7 Sapori Ristorante e Pizza,45.3717,9.6034,N/A
Ristorante Pizzeria Itaca,44.5596,11.2703,N/A
Gelateria Gianni Csp Snc di Barnabei Sergio e C,44.4679,11.4097,N/A
Lindt,45.4682,8.4628,N/A
Ristorante Le Roi,46.2327,10.8255,N/A
Ristorante Pizzeria Punto Uno,44.6149,11.6729,N/A
La Stube Pizzeria,45.9486,9.6714,N/A
Quelli di Paderna - Ristorante Pizzeria,44.9211,9.7565,N/A
Il Pensiero,45.056,7.6505,N/A
Sciura Maria Panzerotti - VIALE MONZA,45.5155,9.2257,N/A
Osaka Japan Sushi,45.1492,10.7957,N/A
Yoshi,45.1379,10.0318,7
Restaurant Pizzeria Oberhauser,46.5291,11.2487,N/A
Ristorante Pizzeria La Costiera,44.9148,8.6215,N/A
LA BRUSCHETTA.....GIA' IL FUNTANIN,45.9209,8.7729,N/A
Pizza Studios,44.9197,8.6184,N/A
Casa Della Pizza Soliera - Pizzeria e Tavola calda-,44.7352,10.9248,N/A
Prati Verdi,45.5823,9.854,N/A
Trattoria Pizzeria la Baita,45.0873,11.4719,N/A
Trattoria Pizzeria Malaspina,45.289,11.2,N/A
Voodoo Child Pub,45.4857,12.0323,N/A
Ristorante con Pizzeria Belvedere,45.9245,9.4519,N/A
Ciao Kebab,44.499,11.3509,4
Il Paradiso Perduto,45.4446,12.3321,N/A
Momi's Pub,45.4631,12.149,N/A
Pizzeria Napoletana O'Garibaldin,46.1462,9.3051,N/A
Arizona 66 - Palazzo Pignano,45.4032,9.5946,N/A
Ristorante Pizzeria Rosengarden,46.4851,10.3094,N/A
La Peschiera Agriturismo,44.43,9.7012,N/A
Pupp Café Bakery and Ice Cream Parlor,46.719,11.6561,N/A
La Stiva Del Pirate,45.716,10.4143,N/A
Twickenham Pub&Billiards,44.7701,10.2659,N/A
Cittamani by Ritu Dalmia,45.4752,9.1903,1
Gelateria Mille,45.3257,10.0756,N/A
Farenheit 451 Ristorante Pizzeria,45.1006,7.53,N/A
Sushic Biella,45.555,8.0613,N/A
La Nuova Felicità,45.0645,7.6456,N/A
Wahlalla,45.3849,9.5549,N/A
Trau Brusa - Ristorante Pizzeria,44.9207,7.8581,N/A
Piadineria In Piazzetta,44.6251,10.4214,N/A
Tripoli Pizza e Ristorante,44.3888,8.0341,N/A
Montallegro Restaurant,44.4242,8.9375,N/A
Tigellino,44.4941,11.3452,4
Ristorante Pizzeria Ai Portici,45.5426,11.7868,N/A
Gelateria Perin,46.267,12.3001,N/A
Dama Capricciosa,44.8262,10.2056,N/A
Pizzeria Monterainero,44.9038,8.2136,N/A
Otto,44.7546,11.8754,N/A
URBAN BBQ 1982,44.7927,8.7772,N/A
Azzurra Chinese Restaurant,45.4832,12.2326,N/A
Pizzeria Da Ciccio,46.175,10.3381,N/A
Faville Ristorante Pizzeria,45.7009,12.2589,N/A
Ristorante Pizzeria Hotel Carè Alto,46.0978,10.7332,N/A
La Perla di Trino,45.1954,8.2973,N/A
Rifugio La Pavoncella,44.4179,8.1212,N/A
Trattoria Merlo,45.5742,10.1917,N/A
To Steki,44.4967,11.3496,4
Trattoria al Porticciolo Ristorante & Pizzeria,45.4732,10.6109,N/A
Kebabbar - Star Zagros,45.462,9.2191,N/A
Gelateria Antiche Tentazioni,45.3936,11.7801,N/A
Pizzeria Positano Milano - Colonne di San Lorenzo,45.4597,9.1824,1
TOrino.OtranTO Pizzeria Via Piave 33 Pianezza,45.0986,7.5559,N/A
Jazsbo,45.5291,11.4509,N/A
Gelateria Fiabe di Gelato,45.4654,8.8809,N/A
San Marteen,45.6464,11.8595,N/A
Ristorante Farsora,45.5056,12.1532,N/A
Anatolia Pizzeria Kebab Grill,46.4832,11.3431,N/A
The Donegal Irish Pub,45.1491,10.6458,N/A
Sumo Sushi,45.5278,9.5106,N/A
Ristorante | Pizzeria | Pineta Caldonazzo,45.9833,11.2662,N/A
Yuki Sushi Restaurant,44.4779,11.0113,N/A
Ristorante la Taverna Rottigni,45.8492,9.7334,N/A
Bello Garno - Il Cassone Riminese,44.4954,11.3383,4
Roxy Bar,45.0325,6.833,N/A
La Corte di Marina,45.6568,10.2193,N/A
Angus Churrascaria,45.5553,12.2266,N/A
Pizzeria @more,45.9543,12.5039,N/A
Ristorante Pizzeria Harlem,45.3777,9.7841,N/A
Domenico Restaurant,45.7825,12.2912,N/A
Star Pizzeria&Kebap,45.5264,9.5149,N/A
Pizzeria La volpe,45.2025,7.7787,N/A
Osteria Madonnetta,45.7449,11.6548,N/A
Loacker Café Brenner,47.0049,11.5053,N/A
THE BIG,45.513,11.6237,N/A
Orostube,46.0649,11.1505,N/A
Spuntino di Campagna,45.965,12.9146,N/A
Trattoria Da Adele,45.6923,9.6708,N/A
Pizzeria La Sueva 2.0 - Trocino,45.0753,7.6494,N/A
Galeone d'Oro Pizzeria Ristorante,45.6729,11.9241,N/A
Ryori Japanese Restaurant,45.4427,9.0409,N/A
Gran Canyon Pub Castelnuovo Belbo,44.8112,8.4217,N/A
Trattoria Da Bosa,45.6604,12.4175,N/A
Old Pub Pizzeria Albachiara,45.014,11.2665,N/A
Pizzeria Ristorantino Flamingo,46.3643,11.0362,N/A
Taverna Caorlina,45.5991,12.8862,N/A
Cremeria Spinola,44.3176,9.3151,N/A
Osteria Di Cimbriolo,45.1648,10.581,N/A
Happm Pappm Marling,46.6546,11.1472,N/A
Trattoria Pizzeria Piccolo Borgo,44.9091,10.9804,N/A
Bar Moretti,46.4918,11.3413,N/A
Gelateria Essenza - La Natura nel Gelato Trescore Balneario,45.6897,9.8258,N/A
Ristorante Pizzeria Da Icio,45.6422,10.9375,N/A
Ristorante Pizzeria Vesuvio,45.5047,12.6416,N/A
Bar La Stua,46.209,11.1006,N/A
Ristorante Pizzeria Paioa,45.1305,12.0792,N/A
Chimi Churri Empanadas Argentinas,44.4937,11.3475,4
Poke&Food Experience,45.1531,10.7901,N/A
Tabià Ristorante Pizzeria Birreria,45.1424,11.8829,N/A
Il Kiwi,44.3165,11.8067,N/A
100Piade-Caffetteria Cappuccineria Centese,44.7329,11.2916,N/A
Le Noci,44.911,7.2487,N/A
Chiosco La Nuova Greppia Piadineria,44.3519,11.7201,N/A
Ristorante Pizzeria Il Panino,45.6772,13.389,N/A
Enjoy Restaurant,45.9456,8.8354,N/A
Pizzeria Nonno Papero,44.87,11.6028,N/A
Ristorante Val di Non - Alla Diga,46.3463,11.0594,N/A
Ristorante Pizzeria Cheope,45.5532,11.2743,N/A
Ristorante Novecento,45.8814,13.4779,N/A
Antica Osteria Cera,45.3879,12.1303,N/A
Ristorante Pizzeria Zur Alten Schmiede,46.5674,11.5613,N/A
Pasticceria Manuelina,45.7295,8.4444,N/A
Ristorante Pizzeria Il Tanino,44.9949,10.8592,N/A
IncantaMonte,45.6513,11.3635,N/A
Gelateria Santa Rosa,45.716,11.4655,N/A
Pizzeria Luisa,45.7963,11.0246,N/A
Pasticceria Bar Cioccolateria Bacilieri,45.946,8.834,N/A
Nuovo Zhen bao,45.0658,7.6825,N/A
Papillon,45.6066,10.5326,N/A
Pizzeria Perdinci,45.4309,11.897,8
Fumi - Ristorante Cinese Giapponese,45.3175,7.7335,N/A
Mauri's l'hamburgheria Gardone,45.6834,10.1873,N/A
Pasticceria Zizzola Stefano Noale,45.5494,12.0797,N/A
Spring Sushi,45.6287,9.8082,N/A
Doge Lantern,45.6275,12.1171,N/A
La Cascata,45.8072,8.9772,N/A
Zazíe Ferrara,44.8341,11.6191,N/A
Tre Rape,45.679,11.3814,N/A
Pizzeria Ae Oche Santa Lucia,45.4423,12.3232,N/A
Frasca Borgoluce,45.8291,12.2778,N/A
Ristorante Pizzeria Selvole | Castel Goffredo,45.308,10.4656,N/A
La Gelateria Cannolomania,45.8207,12.2536,N/A
Pizzeria-Ristorante la Catapecchia,45.805,13.4141,N/A
Ajò Griglieria con cucina,46.1501,9.3238,N/A
Ristorante Pizzeria al Serbatoio,45.5453,10.2264,N/A
Antoniazzi,45.087,10.8759,N/A
Birreria Al Toro,45.5591,12.2775,N/A
Pizzeria - Trattoria Putipù,45.8883,11.0423,N/A
Venèxian,45.453,12.0834,N/A
UNPLUG,45.1171,7.2825,N/A
Da Jitty Fast Food,44.7843,10.8683,N/A
Ristorante Pizzeria Centauri,45.805,9.8489,N/A
Pizzeria La Casera,46.1902,12.2863,N/A
MANGIA MANGIA | Roletto,44.9124,7.3621,N/A
Mamasita,44.3515,8.566,N/A
Trattoria Ponte Peron,45.8114,11.8881,N/A
Mocambo,45.2529,10.6775,N/A
Alberto Marchetti Gelaterie,45.4611,9.2074,1
Re Cupido,45.9607,12.6542,N/A
Il Gelataio,45.5431,11.5203,N/A
